TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	97	statistics	organic	https://www.finra.org/arbitration-and-mediation/dispute-resolution-statistics	Dispute Resolution Statistics | FINRA.org	Arbitration Statistics Through January; Historical Statistics for Cases Filed and Closed; Top 15 Controversy Types in Customer Arbitrations; Top 15 Security Types in Customer Arbitrations; Top 15 Controversy Types in Intra-Industry Arbitrations; How Arbitration Cases Close. Results of Customer Claimant Arbitration Award ...	1	0	0	1430000000
result	98	statistics	organic	http://www.wipo.int/amc/en/domains/statistics/	WIPO Domain Name Dispute Resolution Statistics	gTLD Reports and Statistics. Case report concerning .biz STOP · Case report concerning .info Sunrise · Case report concerning .mobi · New Generic Top-Level Domains: Intellectual Property Considerations (2005 Report) ...	1	0	0	1430000000
result	99	statistics	organic	https://stats.datacite.org/	DataCite Statistics	DOI Registrations, Metadata. Allocator, Total, 2017, 2018, Last 30 Days, Searchable, Hidden, Missing, Ratio. DOI Registrations, Metadata. Allocator, Total, 2017, 2018, Last 30 Days, Searchable, Hidden, Missing, Ratio. ANDS - Australian National Data Service (ANDS), 242429, 28127, 8744, 234750, 1301, 906, 100%.	1	0	0	1430000000
result	100	statistics	organic	https://hackage.haskell.org/package/statistics	statistics: A library of statistical types, data, and functions - Hackage	May 19, 2017 - This library provides a number of common functions and types useful in statistics. We focus on high performance, numerical robustness, and use of good algorithms. Where possible, we provide references to the statistical literature. The library's facilities can be divided into four broad categories: Working ...	1	0	0	1430000000
result	101	statistics	organic	https://en.wikipedia.org/wiki/Statistics	Wikipedia		1	0	0	1430000000
result	102	statistics	organic	https://www.childwelfare.gov/topics/systemwide/statistics/	Statistics - Child Welfare Information Gateway	Find reports, databases, and other sources of statistics and demographic data on children and families in the United States, child abuse and neglect, child welfare services, children and youth in foster care, and domestic and international adoption. ... Child abuse and neglect ...	2	0	0	1430000000
result	103	statistics	organic	https://www.unodc.org/unodc/en/data-and-analysis/statistics/index.html	Statistics - United Nations Office on Drugs and Crime	Statistics. One of the key tasks of UNODC is to produce and disseminate accurate drugs and crime statistics at the international level. UNODC also works to strengthen national capacity to produce, disseminate and use drugs and crime statistics within the framework of official statistics.	2	0	0	1430000000
result	104	statistics	organic	http://www.stats.gov.cn/english/	NBS - National Bureau of Statistics of China	In February 2018, the consumer price index (CPI) went up by 2.9 percent year-on-year. The prices grew by 3.0 percent in cities and 2.7 percent in rural areas. The food prices went up by 4.4 percent, and the non-food prices increased 2.5 percent. The prices of consumer goods went up by 2.5 percent and the prices of ...	2	0	0	1430000000
result	105	statistics	organic	http://www.michigan.gov/libraryofmichigan/0,2351,7-160-18668_69405_61707---,00.html	Library of Michigan - Statistics - State of Michigan	Library of Michigan - Public, Co-op and BTBL Library Statistics with a link to the LibPas Annual Report/State Aid Application software.	2	0	0	1430000000
result	106	statistics	organic	https://www.edx.org/course/statistics-r-harvardx-ph525-1x-1	Statistics and R | edX	An introduction to basic statistical concepts and R programming skills necessary for analyzing data in the life sciences.	2	0	0	1430000000
result	107	statistics	organic	http://statistics.rutgers.edu/	Welcome to Statistics and Biostatistics!	The School of Arts and Sciences, Rutgers, The State University of New Jersey.	2	0	0	1430000000
result	108	statistics	organic	https://www.brainpop.com/math/dataanalysis/statistics/	Statistics - BrainPOP	9 out of 10 teachers agree: BrainPOP is the best animated educational tool around! Okay, we made that number up, but at least you can learn all about statistics in this BrainPOP movie! Tim and Moby will show you how statistical studies can take large, complex bodies of information and turn them into easily digestible ...	2	0	0	1430000000
result	109	statistics	organic	https://www.top500.org/statistics/	Statistics | TOP500 Supercomputer Sites	TOP500 Sublist Generator. This interface allows you to create a sublist of the TOP500 list. List Statistics. Create statistics related to a specific TOP500 release. Historical Charts. Track changes since the first list was released in 1993. Treemaps. Treemaps display hierarchical (tree-structured) data as a set of nested rectangles ...	2	0	0	1430000000
result	110	statistics	organic	https://docs.scipy.org/doc/numpy-1.13.0/reference/routines.statistics.html	Statistics — NumPy v1.13 Manual - Numpy and Scipy Documentation	amin (a[, axis, out, keepdims]), Return the minimum of an array or minimum along an axis. amax (a[, axis, out, keepdims]), Return the maximum of an array or maximum along an axis. nanmin (a[, axis, out, keepdims]), Return minimum of an array or minimum along an axis, ignoring any NaNs. nanmax (a[, axis, out, keepdims]) ...	2	0	0	1430000000
result	111	statistics	organic	https://docs.scipy.org/doc/numpy/reference/routines.statistics.html	Statistics — NumPy v1.14 Manual - Numpy and Scipy Documentation	amin (a[, axis, out, keepdims]), Return the minimum of an array or minimum along an axis. amax (a[, axis, out, keepdims]), Return the maximum of an array or maximum along an axis. nanmin (a[, axis, out, keepdims]), Return minimum of an array or minimum along an axis, ignoring any NaNs. nanmax (a[, axis, out, keepdims]) ...	2	0	0	1430000000
result	112	statistics	organic	https://www.statisticbrain.com/new-years-resolution-statistics/	New Years Resolution Statistics – Statistic Brain	Jan 9, 2018 - News Years Resolution Statistics, Data. Percent of Americans who usually make New Year's Resolutions, 41 %. Percent of Americans who infrequently make New Year's Resolutions, 17 %. Percent of Americans who absolutely never make New Year's Resolutions, 42 %. Percent of people who felt they ...	2	0	0	1430000000
result	113	statistics	organic	https://www.cbp.gov/newsroom/stats/cbp-use-force	CBP Use of Force Statistics | U.S. Customs and Border Protection	6 days ago - These statistics represent assaults and uses of force involving Authorized Officers/Agents during CBP operations only; off-duty incidents are not included. Occasionally, more than one component will be involved in the same incident. Therefore, the sum of the component totals may be greater than the CBP ...	2	0	0	1430000000
result	114	statistics	organic	http://www.who.int/healthinfo/statistics/en/	WHO | Health data and statistics	Health data and statistics. Global Health Observatory (GHO) WHO's portal providing access to data and analyses for monitoring the global health situation. Provides critical data and analyses for over 30 health themes ranging from health systems to disease-specific themes, as well as direct access to the full database.	2	0	0	1430000000
result	115	statistics	organic	https://www.bop.gov/about/statistics/	BOP: Statistics	By the numbers. These statistics provide an interesting look at the BOP, but more importantly, they are invaluable for managers who must carefully make decisions and strategically plan for the future. Inmate Statistics · Population Statistics · Staff Statistics ...	2	0	0	1430000000
result	116	statistics	organic	http://stat.fsu.edu/	Department of Statistics	Department of Statistics. Toggle navigation. Home · The Department · Undergraduate Program · Graduate Program · Student Resources · Faculty · News · 215 Calendar · Events ...	2	0	0	1430000000
result	117	statistics	organic	https://www.irs.gov/statistics	Statistics | Internal Revenue Service	Oct 20, 2017 - Welcome to Tax Stats. Here you will find a wide range of tables, articles, and data that describe and measure elements of the U.S. tax system.	2	0	0	1430000000
result	118	statistics	organic	http://www.oas.org/en/iachr/multimedia/statistics/statistics.html	Statistics of the Inter-American Commission on Human Rights ...	Statistics of the decisions of the Inter-American Commission on Human Rights related to petitions, cases, and precautionary measures.	2	0	0	1430000000
